,Country,Year,Scenario,tech,Aluminium,Bentonite,Carbon Fiber,Cast Iron,Cement,Ceramics,Concrete,Copper,Epoxy,EVA ,Fibre Glass,Glass,Lubricant,Non-Ferrous Metal,Paint,Plastic,PVC,Resin,Sand,Silicon,Steel,Stainless Steel
0,Uganda,2010,Baseline,Wind (Onshore),1518255.9292225048,0.0,3597195.9404415935,11901208.648186997,0.0,0.0,10850837.339423943,1990454.2275254126,5083435.501025159,0.0,9376856.18882997,0.0,34252068.87588769,0.0,142187.63513645387,585114.9162870788,0.0,1963758.934416309,0.0,0.0,67282342.16725221,0.0
1,Uganda,2010,Baseline,Solar CSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Uganda,2010,Baseline,Solar PV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Uganda,2010,Baseline,Hydro,0.0,0.0,0.0,175276511.93942994,167326707.1895369,0.0,310369351.7613887,64642847.305193424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831257622.7287948,0.0,84648041.83067206,0.0,405091852.01173186,0.0
4,Uganda,2010,Baseline,Geothermal,128827898.52926914,419523.579148606,0.0,694399.6094245927,12023361.57610361,0.0,3986730.8988878713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80063649.15208,0.0
5,Uganda,2010,Baseline,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Uganda,2010,Baseline,Oil,885152.6445372803,0.0,0.0,277393.15876509843,0.0,0.0,3962892.909888832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22043045.774081413,0.0
7,Uganda,2010,Baseline,Gas,1399880.3115977,0.0,0.0,132285771.63442078,0.0,0.0,5062964.902342881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111489084.84217034,0.0
8,Uganda,2010,Baseline,Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Uganda,2010,Baseline,Wind (Offshore),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Uganda,2010,Baseline,Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Uganda,2010,Baseline,Nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Uganda,2010,Baseline,BECCS,,,,,,,0.0,,,,,,,,,,,,,,0.0,
13,Uganda,2010,Baseline,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
0,Uganda,2040,Scenario 1,Wind (Onshore),11973647.15715904,0.0,20967334.571580153,132313645.9554806,0.0,0.0,120717856.64629935,22328618.395600114,47651150.44837545,0.0,69693945.91716398,0.0,236410740.40526497,0.0,834173.5924161266,5131701.067422452,0.0,11745556.324756952,0.0,0.0,857879927.183123,0.0
1,Uganda,2040,Scenario 1,Solar CSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Uganda,2040,Scenario 1,Solar PV,35624574428.06872,0.0,0.0,0.0,0.0,0.0,0.0,216074777.55879882,0.0,0.0,0.0,29407291.27298343,0.0,0.0,0.0,162918729.436791,0.0,0.0,0.0,2119722130.8654766,91770509355.28052,0.0
3,Uganda,2040,Scenario 1,Hydro,0.0,0.0,0.0,5639910547.914968,5743586971.807581,0.0,6733958585.530166,2897121551.003176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38831551471.61031,0.0,597379941.4686621,0.0,15813659800.397602,0.0
4,Uganda,2040,Scenario 1,Geothermal,22899518327.789677,35904501.022652,0.0,90492583.03480737,1671471084.7196014,0.0,350318890.9608761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12658122300.698627,0.0
5,Uganda,2040,Scenario 1,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Uganda,2040,Scenario 1,Oil,6447350.545757903,0.0,0.0,1672603.2724370034,0.0,0.0,17729493.507885564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150316611.41942543,0.0
7,Uganda,2040,Scenario 1,Gas,179035761.6233198,0.0,0.0,53291894478.25455,0.0,0.0,238925071.5561246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66425641865.36929,0.0
8,Uganda,2040,Scenario 1,Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Uganda,2040,Scenario 1,Wind (Offshore),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Uganda,2040,Scenario 1,Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Uganda,2040,Scenario 1,Nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Uganda,2040,Scenario 1,BECCS,,,,,,,0.0,,,,,,,,,,,,,,0.0,
13,Uganda,2040,Scenario 1,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
0,UK,2020,Baseline,Wind (Onshore),4199599412.9268594,0.0,6830548089.469749,48275073916.17986,0.0,0.0,44046607099.989334,8152236013.993578,17111806827.740772,0.0,24188625499.939816,0.0,80796819449.19464,0.0,272362729.57461333,1828128626.869678,0.0,3859964452.488764,0.0,0.0,315870641403.2848,0.0
1,UK,2020,Baseline,Solar CSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,UK,2020,Baseline,Solar PV,213461654328.76678,0.0,0.0,0.0,0.0,0.0,0.0,1294818293.3723018,0.0,0.0,0.0,176160521.49928907,0.0,0.0,0.0,973453534.709108,0.0,0.0,0.0,11977685014.801275,549604485773.7436,0.0
3,UK,2020,Baseline,Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,UK,2020,Baseline,Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,UK,2020,Baseline,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,UK,2020,Baseline,Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,UK,2020,Baseline,Gas,2525285009.964288,0.0,0.0,771598581909.5723,0.0,0.0,2655805793.5641313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963248496861.1102,0.0
8,UK,2020,Baseline,Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,UK,2020,Baseline,Wind (Offshore),5044311172.216703,0.0,0.0,27156625110.215656,0.0,16537888.535834948,11095379.064001068,37787975455.01767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7044078246.201764,0.0,0.0,0.0,0.0,682213927188.0719,0.0
10,UK,2020,Baseline,Biomass,8703878647.562847,0.0,0.0,0.0,0.0,0.0,14596914624.49678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53455116598.74134,0.0
11,UK,2020,Baseline,Nuclear,255965853.61155987,0.0,0.0,0.0,0.0,0.0,11963281431.62287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15642190027.359392,0.0
12,UK,2020,Baseline,BECCS,,,,,,,0.0,,,,,,,,,,,,,,0.0,
13,UK,2020,Baseline,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
0,UK,2050,Consumer Transformation,Wind (Onshore),16947139161.38821,0.0,26647224855.403538,197825271683.95987,0.0,0.0,180501003777.18665,33415250730.98385,69704063180.09505,0.0,97184015369.1912,0.0,322464347385.0531,0.0,1063754772.0220191,7423621703.831226,0.0,15124833104.732008,0.0,0.0,1298704969208.5571,0.0
1,UK,2050,Consumer Transformation,Solar CSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,UK,2050,Consumer Transformation,Solar PV,1398892415676.7876,0.0,0.0,0.0,0.0,0.0,0.0,8485684177.013433,0.0,0.0,0.0,1154322468.9086962,0.0,0.0,0.0,6372291170.25483,0.0,0.0,0.0,76548636268.50203,3601031536570.5337,0.0
3,UK,2050,Consumer Transformation,Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,UK,2050,Consumer Transformation,Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,UK,2050,Consumer Transformation,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,UK,2050,Consumer Transformation,Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,UK,2050,Consumer Transformation,Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,UK,2050,Consumer Transformation,Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,UK,2050,Consumer Transformation,Wind (Offshore),56155782025.790115,0.0,0.0,302088917495.88763,0.0,178235103.72302318,123173508.78353196,420689839517.0809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78316780863.59023,0.0,0.0,0.0,0.0,7592962133238.482,0.0
10,UK,2050,Consumer Transformation,Biomass,776101368.1946896,0.0,0.0,0.0,0.0,0.0,1297726790.0266812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4765268542.0783205,0.0
11,UK,2050,Consumer Transformation,Nuclear,516340137.40996134,0.0,0.0,0.0,0.0,0.0,24059964614.12833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31545812130.961906,0.0
12,UK,2050,Consumer Transformation,BECCS,,,,,,,0.0,,,,,,,,,,,,,,0.0,
13,UK,2050,Consumer Transformation,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
0,UK,2050,System Transformation,Wind (Onshore),8212619628.948735,0.0,12664561090.008423,96653642254.09053,0.0,0.0,88190216799.13965,16328185122.849693,33949391193.29464,0.0,46982359916.975204,0.0,155311929040.4558,0.0,505918685.35642296,3609688632.2506547,0.0,7207409919.548211,0.0,0.0,635613655063.3287,0.0
1,UK,2050,System Transformation,Solar CSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,UK,2050,System Transformation,Solar PV,1050973881265.4231,0.0,0.0,0.0,0.0,0.0,0.0,6375316301.631273,0.0,0.0,0.0,867181947.9553016,0.0,0.0,0.0,4784582500.108492,0.0,0.0,0.0,56713529118.28368,2705126599980.5156,0.0
3,UK,2050,System Transformation,Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,UK,2050,System Transformation,Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,UK,2050,System Transformation,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,UK,2050,System Transformation,Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,UK,2050,System Transformation,Gas,2265003.0900777173,0.0,0.0,701636301.6016916,0.0,0.0,1945061.5776556956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876591449.5308725,0.0
8,UK,2050,System Transformation,Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,UK,2050,System Transformation,Wind (Offshore),64185743138.712265,0.0,0.0,345149903008.11365,0.0,200195178.2564393,140583702.55443627,480855077433.93335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89456197052.44191,0.0,0.0,0.0,0.0,8677668794817.773,0.0
10,UK,2050,System Transformation,Biomass,656009211.0039713,0.0,0.0,0.0,0.0,0.0,1095278287.6694536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4027398560.913866,0.0
11,UK,2050,System Transformation,Nuclear,512243372.19829816,0.0,0.0,0.0,0.0,0.0,23832851263.323467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31291555210.086197,0.0
12,UK,2050,System Transformation,BECCS,,,,,,,0.0,,,,,,,,,,,,,,0.0,
13,UK,2050,System Transformation,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
0,UK,2050,Leading the Way,Wind (Onshore),19699761827.17317,0.0,29997119688.373295,233025266993.21985,0.0,0.0,212621832602.12207,39369279993.24007,81691605941.59872,0.0,112526191963.64127,0.0,371100647442.033,0.0,1198869524.3938272,8676972352.353458,0.0,17101621419.25394,0.0,0.0,1534030953348.807,0.0
1,UK,2050,Leading the Way,Solar CSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,UK,2050,Leading the Way,Solar PV,1745085463689.4983,0.0,0.0,0.0,0.0,0.0,0.0,10585979187.662048,0.0,0.0,0.0,1439858249.562493,0.0,0.0,0.0,7941588199.979447,0.0,0.0,0.0,93336953518.62575,4491414682193.272,0.0
3,UK,2050,Leading the Way,Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,UK,2050,Leading the Way,Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,UK,2050,Leading the Way,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,UK,2050,Leading the Way,Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,UK,2050,Leading the Way,Gas,425935.07788984274,0.0,0.0,132313204.2470405,0.0,0.0,346289.27685590455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165331721.45109805,0.0
8,UK,2050,Leading the Way,Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,UK,2050,Leading the Way,Wind (Offshore),73602614551.25185,0.0,0.0,395692954741.9293,0.0,227072655.69053733,161067500.61177856,551408925703.6602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102539105188.36299,0.0,0.0,0.0,0.0,9950066002408.951,0.0
10,UK,2050,Leading the Way,Biomass,1049796239.0837778,0.0,0.0,0.0,0.0,0.0,1751163100.531353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6444466503.236828,0.0
11,UK,2050,Leading the Way,Nuclear,224765470.9709684,0.0,0.0,0.0,0.0,0.0,10447972380.26667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13729266099.693384,0.0
12,UK,2050,Leading the Way,BECCS,,,,,,,0.0,,,,,,,,,,,,,,0.0,
13,UK,2050,Leading the Way,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
0,UK,2050,Steady Progression,Wind (Onshore),12902691418.756226,0.0,19473479407.969963,153152938452.87582,0.0,0.0,139743614373.42416,25876365654.65555,53620491615.16549,0.0,73623734498.34677,0.0,242404220017.16092,0.0,778539396.1218296,5691373346.983883,0.0,11116066803.500134,0.0,0.0,1008937078471.0487,0.0
1,UK,2050,Steady Progression,Solar CSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,UK,2050,Steady Progression,Solar PV,815763072899.364,0.0,0.0,0.0,0.0,0.0,0.0,4948589876.8480215,0.0,0.0,0.0,673064464.3539296,0.0,0.0,0.0,3711457236.0191913,0.0,0.0,0.0,43363930039.175026,2099474267181.3127,0.0
3,UK,2050,Steady Progression,Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,UK,2050,Steady Progression,Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,UK,2050,Steady Progression,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,UK,2050,Steady Progression,Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,UK,2050,Steady Progression,Gas,2304667510.5520663,0.0,0.0,717271640185.3157,0.0,0.0,1799239886.4770792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896358840662.9794,0.0
8,UK,2050,Steady Progression,Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,UK,2050,Steady Progression,Wind (Offshore),63068129070.90773,0.0,0.0,339004149977.3963,0.0,193122873.33543998,137932830.541373,472491285855.68536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87839150164.95534,0.0,0.0,0.0,0.0,8525528378696.995,0.0
10,UK,2050,Steady Progression,Biomass,4758831967.06917,0.0,0.0,0.0,0.0,0.0,7933390133.747427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29211943434.020184,0.0
11,UK,2050,Steady Progression,Nuclear,445477036.0948918,0.0,0.0,0.0,0.0,0.0,20694849080.657764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27209526062.71873,0.0
12,UK,2050,Steady Progression,BECCS,,,,,,,0.0,,,,,,,,,,,,,,0.0,
13,UK,2050,Steady Progression,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
0,Kenya,0,Baseline,Wind (Onshore),0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,
1,Kenya,0,Baseline,Solar CSP,,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,0.0
2,Kenya,0,Baseline,Solar PV,0.0,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,0.0,
3,Kenya,0,Baseline,Hydro,,,,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,,0.0,
4,Kenya,0,Baseline,Geothermal,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,
5,Kenya,0,Baseline,Gas CCS,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,,,,,,0.0,,0.0,
6,Kenya,0,Baseline,Oil,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,
7,Kenya,0,Baseline,Gas,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,
8,Kenya,0,Baseline,Coal,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,
9,Kenya,0,Baseline,Wind (Offshore),0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,0.0,,,,,0.0,
10,Kenya,0,Baseline,Biomass,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,
11,Kenya,0,Baseline,Nuclear,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,
12,Kenya,0,Baseline,BECCS,,,,,,,0.0,,,,,,,,,,,,,,0.0,
13,Kenya,0,Baseline,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
