,tech,tech_specific,Year,Capex_declinefactor,Opex_declinefactor
0,Biogas,Biogas,2015,0.007560696350992657,0.007161163710406981
1,Biogas,Biogas,2016,0.03455344118992798,0.03379293991019949
2,Biogas,Biogas,2017,0.05997542013938073,0.058913225919241086
3,Biogas,Biogas,2018,0.08388711877341848,0.08257931107073091
4,Biogas,Biogas,2019,0.10634902268066071,0.1048484846833162
5,Biogas,Biogas,2020,0.127421617435175,0.1257780360901961
6,Biogas,Biogas,2021,0.14716538855282124,0.1454252545518102
7,Biogas,Biogas,2022,0.1656408216949785,0.16384742938680574
8,Biogas,Biogas,2023,0.1829084023484029,0.18110184991382994
9,Biogas,Biogas,2024,0.1990286161599215,0.19724580546608195
10,Biogas,Biogas,2025,0.21406194863084238,0.2123365853476571
11,Biogas,Biogas,2026,0.22806888534978498,0.2264314788626507
12,Biogas,Biogas,2027,0.2411099119199207,0.23958777528605424
13,Biogas,Biogas,2028,0.2532455138862133,0.2518627639947226
14,Biogas,Biogas,2029,0.264536176880938,0.26331373424909543
15,Biogas,Biogas,2030,0.27504238634719513,0.2739979753678199
16,Biogas,Biogas,2031,0.2848246279900195,0.28397277668409515
17,Biogas,Biogas,2032,0.29394338726706337,0.29329542753112037
18,Biogas,Biogas,2033,0.3024591498542577,0.3020232171547832
19,Biogas,Biogas,2034,0.3104324012529105,0.3102134349028347
20,Biogas,Biogas,2035,0.31792362706619315,0.3179233700793702
21,Biogas,Biogas,2036,0.3249933128390694,0.32521031198848505
22,Biogas,Biogas,2037,0.33170194416015875,0.33213154996337835
23,Biogas,Biogas,2038,0.3381100066326326,0.3387443732790416
24,Biogas,Biogas,2039,0.3442779857577989,0.3451060712977778
25,Biogas,Biogas,2040,0.35026636718248483,0.3512739332654746
26,Biogas,Biogas,2041,0.35613563637889456,0.35730524857353885
27,Biogas,Biogas,2042,0.36194627902295906,0.36325730645330623
28,Biogas,Biogas,2043,0.36775878063053824,0.36918739625252783
29,Biogas,Biogas,2044,0.3736336267902516,0.3751528072898509
30,Biogas,Biogas,2045,0.37963130307616666,0.38121082886937074
31,Biogas,Biogas,2046,0.3858122950186953,0.3874187502951827
32,Biogas,Biogas,2047,0.39223708827921655,0.393833860885934
33,Biogas,Biogas,2048,0.3989661683153827,0.40051344996027183
34,Biogas,Biogas,2049,0.40606002078857273,0.4075148068222916
35,Biogas,Biogas,2050,0.4135791312000947,0.4148952207324328
36,Biogas,Biogas,2051,0.4115308151093439,0.4129353233830846
37,Biogas,Biogas,2052,0.4115308151093439,0.4129353233830846
38,Biogas,Biogas,2053,0.4115308151093439,0.4129353233830846
39,Biogas,Biogas,2054,0.4115308151093439,0.4129353233830846
40,Biogas,Biogas,2055,0.4115308151093439,0.4129353233830846
41,Biogas,Biogas,2056,0.4115308151093439,0.4129353233830846
42,Biogas,Biogas,2057,0.4115308151093439,0.4129353233830846
43,Biogas,Biogas,2058,0.4115308151093439,0.4129353233830846
44,Biogas,Biogas,2059,0.4115308151093439,0.4129353233830846
45,Biogas,Biogas,2060,0.4115308151093439,0.4129353233830846
46,Biogas,Biogas,2061,0.4115308151093439,0.4129353233830846
47,Biogas,Biogas,2062,0.4115308151093439,0.4129353233830846
48,Biogas,Biogas,2063,0.4115308151093439,0.4129353233830846
49,Biogas,Biogas,2064,0.4115308151093439,0.4129353233830846
50,Biogas,Biogas,2065,0.4115308151093439,0.4129353233830846
51,Biomass,Biomass,2015,0.007575757466838695,0.007575757466838695
52,Biomass,Biomass,2016,0.03461624639749061,0.03461624639749061
53,Biomass,Biomass,2017,0.06008250561717432,0.06008250561717432
54,Biomass,Biomass,2018,0.08403514121891931,0.08403514121891931
55,Biomass,Biomass,2019,0.1065347592375474,0.1065347592375474
56,Biomass,Biomass,2020,0.12764196578064002,0.12764196578064002
57,Biomass,Biomass,2021,0.14741736682481132,0.14741736682481132
58,Biomass,Biomass,2022,0.16592156852129847,0.16592156852129847
59,Biomass,Biomass,2023,0.18321517690492328,0.18321517690492328
60,Biomass,Biomass,2024,0.19935879796685185,0.19935879796685185
61,Biomass,Biomass,2025,0.21441303785832133,0.21441303785832133
62,Biomass,Biomass,2026,0.22843850261415355,0.22843850261415355
63,Biomass,Biomass,2027,0.24149579828372225,0.24149579828372225
64,Biomass,Biomass,2028,0.25364553088729735,0.25364553088729735
65,Biomass,Biomass,2029,0.2649483065470122,0.2649483065470122
66,Biomass,Biomass,2030,0.27546473129768856,0.27546473129768856
67,Biomass,Biomass,2031,0.28525541118870024,0.28525541118870024
68,Biomass,Biomass,2032,0.2943809523130767,0.2943809523130767
69,Biomass,Biomass,2033,0.3029019607201917,0.3029019607201917
70,Biomass,Biomass,2034,0.3108790424448671,0.3108790424448671
71,Biomass,Biomass,2035,0.31837280363834,0.31837280363834
72,Biomass,Biomass,2036,0.3254438502190169,0.3254438502190169
73,Biomass,Biomass,2037,0.332152788338135,0.332152788338135
74,Biomass,Biomass,2038,0.33856022405961994,0.33856022405961994
75,Biomass,Biomass,2039,0.34472676340374164,0.34472676340374164
76,Biomass,Biomass,2040,0.35071301243442576,0.35071301243442576
77,Biomass,Biomass,2041,0.3565795772447018,0.3565795772447018
78,Biomass,Biomass,2042,0.36238706385483965,0.36238706385483965
79,Biomass,Biomass,2043,0.36819607837242074,0.36819607837242074
80,Biomass,Biomass,2044,0.374067226817715,0.374067226817715
81,Biomass,Biomass,2045,0.3800611152983038,0.3800611152983038
82,Biomass,Biomass,2046,0.3862383498053532,0.3862383498053532
83,Biomass,Biomass,2047,0.3926595364755485,0.3926595364755485
84,Biomass,Biomass,2048,0.3993852813146077,0.3993852813146077
85,Biomass,Biomass,2049,0.40647619040100835,0.40647619040100835
86,Biomass,Biomass,2050,0.41399286982777994,0.41399286982777994
87,Biomass,Biomass,2051,0.4117647058823529,0.4117647058823529
88,Biomass,Biomass,2052,0.4117647058823529,0.4117647058823529
89,Biomass,Biomass,2053,0.4117647058823529,0.4117647058823529
90,Biomass,Biomass,2054,0.4117647058823529,0.4117647058823529
91,Biomass,Biomass,2055,0.4117647058823529,0.4117647058823529
92,Biomass,Biomass,2056,0.4117647058823529,0.4117647058823529
93,Biomass,Biomass,2057,0.4117647058823529,0.4117647058823529
94,Biomass,Biomass,2058,0.4117647058823529,0.4117647058823529
95,Biomass,Biomass,2059,0.4117647058823529,0.4117647058823529
96,Biomass,Biomass,2060,0.4117647058823529,0.4117647058823529
97,Biomass,Biomass,2061,0.4117647058823529,0.4117647058823529
98,Biomass,Biomass,2062,0.4117647058823529,0.4117647058823529
99,Biomass,Biomass,2063,0.4117647058823529,0.4117647058823529
100,Biomass,Biomass,2064,0.4117647058823529,0.4117647058823529
101,Biomass,Biomass,2065,0.4117647058823529,0.4117647058823529
102,Coal,Coal,2015,0.0,0.0
103,Coal,Coal,2016,0.0,0.0
104,Coal,Coal,2017,0.0,0.0
105,Coal,Coal,2018,0.0,0.0
106,Coal,Coal,2019,0.0,0.0
107,Coal,Coal,2020,0.0,0.0
108,Coal,Coal,2021,0.0,0.0
109,Coal,Coal,2022,0.0,0.0
110,Coal,Coal,2023,0.0,0.0
111,Coal,Coal,2024,0.0,0.0
112,Coal,Coal,2025,0.0,0.0
113,Coal,Coal,2026,0.0,0.0
114,Coal,Coal,2027,0.0,0.0
115,Coal,Coal,2028,0.0,0.0
116,Coal,Coal,2029,0.0,0.0
117,Coal,Coal,2030,0.0,0.0
118,Coal,Coal,2031,0.0,0.0
119,Coal,Coal,2032,0.0,0.0
120,Coal,Coal,2033,0.0,0.0
121,Coal,Coal,2034,0.0,0.0
122,Coal,Coal,2035,0.0,0.0
123,Coal,Coal,2036,0.0,0.0
124,Coal,Coal,2037,0.0,0.0
125,Coal,Coal,2038,0.0,0.0
126,Coal,Coal,2039,0.0,0.0
127,Coal,Coal,2040,0.0,0.0
128,Coal,Coal,2041,0.0,0.0
129,Coal,Coal,2042,0.0,0.0
130,Coal,Coal,2043,0.0,0.0
131,Coal,Coal,2044,0.0,0.0
132,Coal,Coal,2045,0.0,0.0
133,Coal,Coal,2046,0.0,0.0
134,Coal,Coal,2047,0.0,0.0
135,Coal,Coal,2048,0.0,0.0
136,Coal,Coal,2049,0.0,0.0
137,Coal,Coal,2050,0.0,0.0
138,Coal,Coal,2051,0.0,0.0
139,Coal,Coal,2052,0.0,0.0
140,Coal,Coal,2053,0.0,0.0
141,Coal,Coal,2054,0.0,0.0
142,Coal,Coal,2055,0.0,0.0
143,Coal,Coal,2056,0.0,0.0
144,Coal,Coal,2057,0.0,0.0
145,Coal,Coal,2058,0.0,0.0
146,Coal,Coal,2059,0.0,0.0
147,Coal,Coal,2060,0.0,0.0
148,Coal,Coal,2061,0.0,0.0
149,Coal,Coal,2062,0.0,0.0
150,Coal,Coal,2063,0.0,0.0
151,Coal,Coal,2064,0.0,0.0
152,Coal,Coal,2065,0.0,0.0
153,Gas,Gas (CCGT),2015,0.0,0.0
154,Gas,Gas (CCGT),2016,0.0,0.0
155,Gas,Gas (CCGT),2017,0.0,0.0
156,Gas,Gas (CCGT),2018,0.0,0.0
157,Gas,Gas (CCGT),2019,0.0,0.0
158,Gas,Gas (CCGT),2020,0.0,0.0
159,Gas,Gas (CCGT),2021,0.0,0.0
160,Gas,Gas (CCGT),2022,0.0,0.0
161,Gas,Gas (CCGT),2023,0.0,0.0
162,Gas,Gas (CCGT),2024,0.0,0.0
163,Gas,Gas (CCGT),2025,0.0,0.0
164,Gas,Gas (CCGT),2026,0.0,0.0
165,Gas,Gas (CCGT),2027,0.0,0.0
166,Gas,Gas (CCGT),2028,0.0,0.0
167,Gas,Gas (CCGT),2029,0.0,0.0
168,Gas,Gas (CCGT),2030,0.0,0.0
169,Gas,Gas (CCGT),2031,0.0,0.0
170,Gas,Gas (CCGT),2032,0.0,0.0
171,Gas,Gas (CCGT),2033,0.0,0.0
172,Gas,Gas (CCGT),2034,0.0,0.0
173,Gas,Gas (CCGT),2035,0.0,0.0
174,Gas,Gas (CCGT),2036,0.0,0.0
175,Gas,Gas (CCGT),2037,0.0,0.0
176,Gas,Gas (CCGT),2038,0.0,0.0
177,Gas,Gas (CCGT),2039,0.0,0.0
178,Gas,Gas (CCGT),2040,0.0,0.0
179,Gas,Gas (CCGT),2041,0.0,0.0
180,Gas,Gas (CCGT),2042,0.0,0.0
181,Gas,Gas (CCGT),2043,0.0,0.0
182,Gas,Gas (CCGT),2044,0.0,0.0
183,Gas,Gas (CCGT),2045,0.0,0.0
184,Gas,Gas (CCGT),2046,0.0,0.0
185,Gas,Gas (CCGT),2047,0.0,0.0
186,Gas,Gas (CCGT),2048,0.0,0.0
187,Gas,Gas (CCGT),2049,0.0,0.0
188,Gas,Gas (CCGT),2050,0.0,0.0
189,Gas,Gas (CCGT),2051,0.0,0.0
190,Gas,Gas (CCGT),2052,0.0,0.0
191,Gas,Gas (CCGT),2053,0.0,0.0
192,Gas,Gas (CCGT),2054,0.0,0.0
193,Gas,Gas (CCGT),2055,0.0,0.0
194,Gas,Gas (CCGT),2056,0.0,0.0
195,Gas,Gas (CCGT),2057,0.0,0.0
196,Gas,Gas (CCGT),2058,0.0,0.0
197,Gas,Gas (CCGT),2059,0.0,0.0
198,Gas,Gas (CCGT),2060,0.0,0.0
199,Gas,Gas (CCGT),2061,0.0,0.0
200,Gas,Gas (CCGT),2062,0.0,0.0
201,Gas,Gas (CCGT),2063,0.0,0.0
202,Gas,Gas (CCGT),2064,0.0,0.0
203,Gas,Gas (CCGT),2065,0.0,0.0
204,Gas,Gas (OCGT),2015,0.0,0.0
205,Gas,Gas (OCGT),2016,0.0,0.0
206,Gas,Gas (OCGT),2017,0.0,0.0
207,Gas,Gas (OCGT),2018,0.0,0.0
208,Gas,Gas (OCGT),2019,0.0,0.0
209,Gas,Gas (OCGT),2020,0.0,0.0
210,Gas,Gas (OCGT),2021,0.0,0.0
211,Gas,Gas (OCGT),2022,0.0,0.0
212,Gas,Gas (OCGT),2023,0.0,0.0
213,Gas,Gas (OCGT),2024,0.0,0.0
214,Gas,Gas (OCGT),2025,0.0,0.0
215,Gas,Gas (OCGT),2026,0.0,0.0
216,Gas,Gas (OCGT),2027,0.0,0.0
217,Gas,Gas (OCGT),2028,0.0,0.0
218,Gas,Gas (OCGT),2029,0.0,0.0
219,Gas,Gas (OCGT),2030,0.0,0.0
220,Gas,Gas (OCGT),2031,0.0,0.0
221,Gas,Gas (OCGT),2032,0.0,0.0
222,Gas,Gas (OCGT),2033,0.0,0.0
223,Gas,Gas (OCGT),2034,0.0,0.0
224,Gas,Gas (OCGT),2035,0.0,0.0
225,Gas,Gas (OCGT),2036,0.0,0.0
226,Gas,Gas (OCGT),2037,0.0,0.0
227,Gas,Gas (OCGT),2038,0.0,0.0
228,Gas,Gas (OCGT),2039,0.0,0.0
229,Gas,Gas (OCGT),2040,0.0,0.0
230,Gas,Gas (OCGT),2041,0.0,0.0
231,Gas,Gas (OCGT),2042,0.0,0.0
232,Gas,Gas (OCGT),2043,0.0,0.0
233,Gas,Gas (OCGT),2044,0.0,0.0
234,Gas,Gas (OCGT),2045,0.0,0.0
235,Gas,Gas (OCGT),2046,0.0,0.0
236,Gas,Gas (OCGT),2047,0.0,0.0
237,Gas,Gas (OCGT),2048,0.0,0.0
238,Gas,Gas (OCGT),2049,0.0,0.0
239,Gas,Gas (OCGT),2050,0.0,0.0
240,Gas,Gas (OCGT),2051,0.0,0.0
241,Gas,Gas (OCGT),2052,0.0,0.0
242,Gas,Gas (OCGT),2053,0.0,0.0
243,Gas,Gas (OCGT),2054,0.0,0.0
244,Gas,Gas (OCGT),2055,0.0,0.0
245,Gas,Gas (OCGT),2056,0.0,0.0
246,Gas,Gas (OCGT),2057,0.0,0.0
247,Gas,Gas (OCGT),2058,0.0,0.0
248,Gas,Gas (OCGT),2059,0.0,0.0
249,Gas,Gas (OCGT),2060,0.0,0.0
250,Gas,Gas (OCGT),2061,0.0,0.0
251,Gas,Gas (OCGT),2062,0.0,0.0
252,Gas,Gas (OCGT),2063,0.0,0.0
253,Gas,Gas (OCGT),2064,0.0,0.0
254,Gas,Gas (OCGT),2065,0.0,0.0
255,Geothermal,Geothermal,2015,0.00021645021388394525,0.0
256,Geothermal,Geothermal,2016,0.010971791381052753,0.0
257,Geothermal,Geothermal,2017,0.021585998759292124,0.0
258,Geothermal,Geothermal,2018,0.03206207379753323,0.0
259,Geothermal,Geothermal,2019,0.04240301793379331,0.0
260,Geothermal,Geothermal,2020,0.05261183260972757,0.0
261,Geothermal,Geothermal,2021,0.0626915192724482,0.0
262,Geothermal,Geothermal,2022,0.07264507936451992,0.0
263,Geothermal,Geothermal,2023,0.08247551432486944,0.0
264,Geothermal,Geothermal,2024,0.09218582560151845,0.0
265,Geothermal,Geothermal,2025,0.10177901463521266,0.0
266,Geothermal,Geothermal,2026,0.11125808287033578,0.0
267,Geothermal,Geothermal,2027,0.12062603174581454,0.0
268,Geothermal,Geothermal,2028,0.12988586270694213,0.0
269,Geothermal,Geothermal,2029,0.13904057720083074,0.0
270,Geothermal,Geothermal,2030,0.1480931766636786,0.0
271,Geothermal,Geothermal,2031,0.1570466625435074,0.0
272,Geothermal,Geothermal,2032,0.16590403628197237,0.0
273,Geothermal,Geothermal,2033,0.1746682993198192,0.0
274,Geothermal,Geothermal,2034,0.1833424531023411,0.0
275,Geothermal,Geothermal,2035,0.19192949907301227,0.0
276,Geothermal,Geothermal,2036,0.20043243867348792,0.0
277,Geothermal,Geothermal,2037,0.20885427334542328,0.0
278,Geothermal,Geothermal,2038,0.21719800453411153,0.0
279,Geothermal,Geothermal,2039,0.22546663368393638,0.0
280,Geothermal,Geothermal,2040,0.23366316223655303,0.0
281,Geothermal,Geothermal,2041,0.24179059163088823,0.0
282,Geothermal,Geothermal,2042,0.24985192331496364,0.0
283,Geothermal,Geothermal,2043,0.257850158731344,0.0
284,Geothermal,Geothermal,2044,0.26578829932168446,0.0
285,Geothermal,Geothermal,2045,0.2736693465258213,0.0
286,Geothermal,Geothermal,2046,0.2814963017926857,0.0
287,Geothermal,Geothermal,2047,0.28927216656484234,0.0
288,Geothermal,Geothermal,2048,0.29699994227939897,0.0
289,Geothermal,Geothermal,2049,0.30468263038346777,0.0
290,Geothermal,Geothermal,2050,0.31232323232234194,0.0
291,Geothermal,Geothermal,2051,0.31238095238095237,0.0
292,Geothermal,Geothermal,2052,0.31238095238095237,0.0
293,Geothermal,Geothermal,2053,0.31238095238095237,0.0
294,Geothermal,Geothermal,2054,0.31238095238095237,0.0
295,Geothermal,Geothermal,2055,0.31238095238095237,0.0
296,Geothermal,Geothermal,2056,0.31238095238095237,0.0
297,Geothermal,Geothermal,2057,0.31238095238095237,0.0
298,Geothermal,Geothermal,2058,0.31238095238095237,0.0
299,Geothermal,Geothermal,2059,0.31238095238095237,0.0
300,Geothermal,Geothermal,2060,0.31238095238095237,0.0
301,Geothermal,Geothermal,2061,0.31238095238095237,0.0
302,Geothermal,Geothermal,2062,0.31238095238095237,0.0
303,Geothermal,Geothermal,2063,0.31238095238095237,0.0
304,Geothermal,Geothermal,2064,0.31238095238095237,0.0
305,Geothermal,Geothermal,2065,0.31238095238095237,0.0
306,Hydro,Hydro (Dam),2015,0.0,0.0
307,Hydro,Hydro (Dam),2016,0.0,0.0
308,Hydro,Hydro (Dam),2017,0.0,0.0
309,Hydro,Hydro (Dam),2018,0.0,0.0
310,Hydro,Hydro (Dam),2019,0.0,0.0
311,Hydro,Hydro (Dam),2020,0.0,0.0
312,Hydro,Hydro (Dam),2021,0.0,0.0
313,Hydro,Hydro (Dam),2022,0.0,0.0
314,Hydro,Hydro (Dam),2023,0.0,0.0
315,Hydro,Hydro (Dam),2024,0.0,0.0
316,Hydro,Hydro (Dam),2025,0.0,0.0
317,Hydro,Hydro (Dam),2026,0.0,0.0
318,Hydro,Hydro (Dam),2027,0.0,0.0
319,Hydro,Hydro (Dam),2028,0.0,0.0
320,Hydro,Hydro (Dam),2029,0.0,0.0
321,Hydro,Hydro (Dam),2030,0.0,0.0
322,Hydro,Hydro (Dam),2031,0.0,0.0
323,Hydro,Hydro (Dam),2032,0.0,0.0
324,Hydro,Hydro (Dam),2033,0.0,0.0
325,Hydro,Hydro (Dam),2034,0.0,0.0
326,Hydro,Hydro (Dam),2035,0.0,0.0
327,Hydro,Hydro (Dam),2036,0.0,0.0
328,Hydro,Hydro (Dam),2037,0.0,0.0
329,Hydro,Hydro (Dam),2038,0.0,0.0
330,Hydro,Hydro (Dam),2039,0.0,0.0
331,Hydro,Hydro (Dam),2040,0.0,0.0
332,Hydro,Hydro (Dam),2041,0.0,0.0
333,Hydro,Hydro (Dam),2042,0.0,0.0
334,Hydro,Hydro (Dam),2043,0.0,0.0
335,Hydro,Hydro (Dam),2044,0.0,0.0
336,Hydro,Hydro (Dam),2045,0.0,0.0
337,Hydro,Hydro (Dam),2046,0.0,0.0
338,Hydro,Hydro (Dam),2047,0.0,0.0
339,Hydro,Hydro (Dam),2048,0.0,0.0
340,Hydro,Hydro (Dam),2049,0.0,0.0
341,Hydro,Hydro (Dam),2050,0.0,0.0
342,Hydro,Hydro (Dam),2051,0.0,0.0
343,Hydro,Hydro (Dam),2052,0.0,0.0
344,Hydro,Hydro (Dam),2053,0.0,0.0
345,Hydro,Hydro (Dam),2054,0.0,0.0
346,Hydro,Hydro (Dam),2055,0.0,0.0
347,Hydro,Hydro (Dam),2056,0.0,0.0
348,Hydro,Hydro (Dam),2057,0.0,0.0
349,Hydro,Hydro (Dam),2058,0.0,0.0
350,Hydro,Hydro (Dam),2059,0.0,0.0
351,Hydro,Hydro (Dam),2060,0.0,0.0
352,Hydro,Hydro (Dam),2061,0.0,0.0
353,Hydro,Hydro (Dam),2062,0.0,0.0
354,Hydro,Hydro (Dam),2063,0.0,0.0
355,Hydro,Hydro (Dam),2064,0.0,0.0
356,Hydro,Hydro (Dam),2065,0.0,0.0
357,Hydro,Hydro (RoR),2015,0.0,0.0
358,Hydro,Hydro (RoR),2016,0.0,0.0
359,Hydro,Hydro (RoR),2017,0.0,0.0
360,Hydro,Hydro (RoR),2018,0.0,0.0
361,Hydro,Hydro (RoR),2019,0.0,0.0
362,Hydro,Hydro (RoR),2020,0.0,0.0
363,Hydro,Hydro (RoR),2021,0.0,0.0
364,Hydro,Hydro (RoR),2022,0.0,0.0
365,Hydro,Hydro (RoR),2023,0.0,0.0
366,Hydro,Hydro (RoR),2024,0.0,0.0
367,Hydro,Hydro (RoR),2025,0.0,0.0
368,Hydro,Hydro (RoR),2026,0.0,0.0
369,Hydro,Hydro (RoR),2027,0.0,0.0
370,Hydro,Hydro (RoR),2028,0.0,0.0
371,Hydro,Hydro (RoR),2029,0.0,0.0
372,Hydro,Hydro (RoR),2030,0.0,0.0
373,Hydro,Hydro (RoR),2031,0.0,0.0
374,Hydro,Hydro (RoR),2032,0.0,0.0
375,Hydro,Hydro (RoR),2033,0.0,0.0
376,Hydro,Hydro (RoR),2034,0.0,0.0
377,Hydro,Hydro (RoR),2035,0.0,0.0
378,Hydro,Hydro (RoR),2036,0.0,0.0
379,Hydro,Hydro (RoR),2037,0.0,0.0
380,Hydro,Hydro (RoR),2038,0.0,0.0
381,Hydro,Hydro (RoR),2039,0.0,0.0
382,Hydro,Hydro (RoR),2040,0.0,0.0
383,Hydro,Hydro (RoR),2041,0.0,0.0
384,Hydro,Hydro (RoR),2042,0.0,0.0
385,Hydro,Hydro (RoR),2043,0.0,0.0
386,Hydro,Hydro (RoR),2044,0.0,0.0
387,Hydro,Hydro (RoR),2045,0.0,0.0
388,Hydro,Hydro (RoR),2046,0.0,0.0
389,Hydro,Hydro (RoR),2047,0.0,0.0
390,Hydro,Hydro (RoR),2048,0.0,0.0
391,Hydro,Hydro (RoR),2049,0.0,0.0
392,Hydro,Hydro (RoR),2050,0.0,0.0
393,Hydro,Hydro (RoR),2051,0.0,0.0
394,Hydro,Hydro (RoR),2052,0.0,0.0
395,Hydro,Hydro (RoR),2053,0.0,0.0
396,Hydro,Hydro (RoR),2054,0.0,0.0
397,Hydro,Hydro (RoR),2055,0.0,0.0
398,Hydro,Hydro (RoR),2056,0.0,0.0
399,Hydro,Hydro (RoR),2057,0.0,0.0
400,Hydro,Hydro (RoR),2058,0.0,0.0
401,Hydro,Hydro (RoR),2059,0.0,0.0
402,Hydro,Hydro (RoR),2060,0.0,0.0
403,Hydro,Hydro (RoR),2061,0.0,0.0
404,Hydro,Hydro (RoR),2062,0.0,0.0
405,Hydro,Hydro (RoR),2063,0.0,0.0
406,Hydro,Hydro (RoR),2064,0.0,0.0
407,Hydro,Hydro (RoR),2065,0.0,0.0
408,Methanation,Methanation,2015,-0.014012072148034349,-0.013536379352444783
409,Methanation,Methanation,2016,0.031111498101381585,0.03187430475372821
410,Methanation,Methanation,2017,0.07369190147437621,0.07469954047701322
411,Methanation,Methanation,2018,0.11381487338803709,0.11502731424116064
412,Methanation,Methanation,2019,0.15156614921579603,0.15294561252812855
413,Methanation,Methanation,2020,0.18703146438929252,0.18854242184897885
414,Methanation,Methanation,2021,0.22029655435471795,0.2219057285983581
415,Methanation,Methanation,2022,0.25144715439819265,0.2531235192582244
416,Methanation,Methanation,2023,0.2805690000677714,0.2822837803250877
417,Methanation,Methanation,2024,0.30774782664957456,0.3094744982372504
418,Methanation,Methanation,2025,0.33306936963344924,0.33478365949122235
419,Methanation,Methanation,2026,0.3566193643491715,0.35829925049620215
420,Methanation,Methanation,2027,0.3784835462720366,0.3801092577195959
421,Methanation,Methanation,2028,0.39874765068816487,0.4003016677015694
422,Methanation,Methanation,2029,0.41749741311650723,0.41896446685132105
423,Methanation,Methanation,2030,0.43481856893049553,0.4361856415926013
424,Methanation,Methanation,2031,0.4507968535181135,0.452053178451024
425,Methanation,Methanation,2032,0.46551800228189677,0.4666550638648914
426,Methanation,Methanation,2033,0.479067750624381,0.48007928431616165
427,Methanation,Methanation,2034,0.49153183396265376,0.492413826243137
428,Methanation,Methanation,2035,0.5029959877283545,0.5037466761132237
429,Methanation,Methanation,2036,0.5135459472221555,0.5141658204229316
430,Methanation,Methanation,2037,0.5232674479484558,0.523759245625115
431,Methanation,Methanation,2038,0.5322462252370315,0.5326149381580763
432,Methanation,Methanation,2039,0.5405680145631777,0.5408208844892215
433,Methanation,Methanation,2040,0.5483185513003264,0.5484650710859569
434,Methanation,Methanation,2041,0.5555835708364611,0.5556354844302405
435,Methanation,Methanation,2042,0.5624488085595658,0.5624201109894784
436,Methanation,Methanation,2043,0.5689999999303836,0.5689069371583173
437,Methanation,Methanation,2044,0.5753228802786907,0.5751839494769229
438,Methanation,Methanation,2045,0.5815031850943342,0.5813391344127012
439,Methanation,Methanation,2046,0.5876266496925382,0.5874604783894029
440,Methanation,Methanation,2047,0.5937790095194941,0.5936359678744338
441,Methanation,Methanation,2048,0.6000460000068415,0.5999535893352004
442,Methanation,Methanation,2049,0.6065133565280121,0.6065013292536605
443,Methanation,Methanation,2050,0.6132668144564377,0.6133671740972204
444,Methanation,Methanation,2051,0.6138211382113821,0.6142131979695431
445,Methanation,Methanation,2052,0.6138211382113821,0.6142131979695431
446,Methanation,Methanation,2053,0.6138211382113821,0.6142131979695431
447,Methanation,Methanation,2054,0.6138211382113821,0.6142131979695431
448,Methanation,Methanation,2055,0.6138211382113821,0.6142131979695431
449,Methanation,Methanation,2056,0.6138211382113821,0.6142131979695431
450,Methanation,Methanation,2057,0.6138211382113821,0.6142131979695431
451,Methanation,Methanation,2058,0.6138211382113821,0.6142131979695431
452,Methanation,Methanation,2059,0.6138211382113821,0.6142131979695431
453,Methanation,Methanation,2060,0.6138211382113821,0.6142131979695431
454,Methanation,Methanation,2061,0.6138211382113821,0.6142131979695431
455,Methanation,Methanation,2062,0.6138211382113821,0.6142131979695431
456,Methanation,Methanation,2063,0.6138211382113821,0.6142131979695431
457,Methanation,Methanation,2064,0.6138211382113821,0.6142131979695431
458,Methanation,Methanation,2065,0.6138211382113821,0.6142131979695431
459,Nuclear,Nuclear,2015,0.004713804766652174,0.0030864200816722587
460,Nuclear,Nuclear,2016,0.006774603214580566,0.0028136393084423617
461,Nuclear,Nuclear,2017,0.009387782607518602,0.004090535221621394
462,Nuclear,Nuclear,2018,0.0125169793391251,0.006826572818681598
463,Nuclear,Nuclear,2019,0.016125829744851217,0.01093121714075096
464,Nuclear,Nuclear,2020,0.03333333333333333,0.030864197530864196
465,Nuclear,Nuclear,2021,0.03333333333333333,0.030864197530864196
466,Nuclear,Nuclear,2022,0.03333333333333333,0.030864197530864196
467,Nuclear,Nuclear,2023,0.03333333333333333,0.030864197530864196
468,Nuclear,Nuclear,2024,0.03333333333333333,0.030864197530864196
469,Nuclear,Nuclear,2025,0.03333333333333333,0.030864197530864196
470,Nuclear,Nuclear,2026,0.03333333333333333,0.030864197530864196
471,Nuclear,Nuclear,2027,0.03333333333333333,0.030864197530864196
472,Nuclear,Nuclear,2028,0.03333333333333333,0.030864197530864196
473,Nuclear,Nuclear,2029,0.03333333333333333,0.030864197530864196
474,Nuclear,Nuclear,2030,0.08888888888888889,0.15432098765432098
475,Nuclear,Nuclear,2031,0.08888888888888889,0.15432098765432098
476,Nuclear,Nuclear,2032,0.08888888888888889,0.15432098765432098
477,Nuclear,Nuclear,2033,0.08888888888888889,0.15432098765432098
478,Nuclear,Nuclear,2034,0.08888888888888889,0.15432098765432098
